245;252;256;257;260;258;258;261;258;257;257;256;255;254;254;253;253;254;253;252;254;251;251;253;250;250;250;252;250
260;258;261;258;256;254;255;253;253;253;251;251;251;251;248;249;250;247;250;250;249;248;246;249;248;249;248;250;248
260;257;256;255;252;253;251;250;250;248;249;247;247;247;249;247;250;249;247;245;249;246;245;246;247;245;243;240;239
256;254;253;252;250;251;249;248;249;248;249;249;247;242;242;239;246;248;248;248;250;249;247;246;249;242;248;247;246
256;250;252;249;249;247;247;245;250;240;238;240;241;248;246;247;247;244;248;245;247;247;247;248;248;246;247;242;244
252;249;250;249;248;248;247;238;240;247;246;244;242;245;247;249;249;247;249;248;248;246;247;247;250;250;250;250;248
253;251;248;246;247;249;240;244;242;248;248;249;246;245;241;246;243;247;247;247;245;245;246;245;248;245;244;245;242
252;251;249;249;251;240;240;246;246;248;248;249;246;245;248;248;249;248;250;249;249;245;249;247;248;249;248;247;247
