432;436;422;404;391;376;358;339;332;322;313;304;294;285;275;266;258;250;243;236;229;223;217;211;206;200;195;189;185
390;357;331;312;295;275;258;243;229;217;206;195;184;175;167;159;152;145;140;134;129;124;119;114;110;107;103;100;97
331;303;275;250;229;211;194;180;167;155;145;137;129;121;115;109;103;98;61;57;58;55;55;52;52;51;50;48;49
294;258;229;206;184;167;152;140;129;119;110;98;88;67;65;63;61;60;21;20;20;20;21;21;21;21;22;21;21
258;223;195;171;152;137;124;113;103;71;68;65;63;41;39;39;38;37;14;13;13;13;12;12;12;12;11;11;10
229;195;167;146;129;115;103;73;68;60;57;54;50;22;22;22;22;22;14;13;13;12;12;12;11;11;10;10;9
206;171;146;126;111;99;71;67;64;38;38;37;37;14;14;14;13;13;14;13;13;12;12;11;11;10;10;10;9
185;152;129;111;97;71;67;49;46;23;24;24;23;13;12;11;11;10;13;12;12;11;11;11;10;10;9;9;8
